title,href,date,description,keywords
Replication Data for: When Do Defensive Alliances Provoke rather than Deter?,/dataset.xhtml?persistentId=doi:10.7910/DVN/AKMM0S,"Apr 3, 2016","A Stata do-file that produces the statistical results in Table 1 and Figure 2 is provided along with copies of the Kenwick, Vasquez, and Powers and Johnson and Leeds replication data sets used to produce those results.",alliances and conflict
"Replication Data for: Sharing the Risk?  Households, labor market vulnerability and social policy preferences in Western Europe",/dataset.xhtml?persistentId=doi:10.7910/DVN/VVCGN3,"Mar 18, 2016","************************************************************************************************************************** * Replication * Sharing the Risk? Households, labor market vulnerability and social policy preferences in Western Europe * Silja Häusermann, Thomas Kurer and Hanna Schwander * Journal of Politics, 2016 ************************************************************************************************************************** 1. Generate Outsiderness-Values in EU-SILC This file does not produce any results shown in the paper but is necessary to generate the group- and country-specific values of labor market vulnerability (""outsiderness"") on which our article relies. This measure is based on EU-SILC data. We are not allowed to share EU-SILC microdata due to the signed confidentiality undertaking. However, we provide the entire code to replicate the creation of group- and country-specific outsiderness values in case you are in possession of EU-SILC microdata. Furthermore, we do provide the calculated values for each group in each country, i.e. the result of running the file create_outsiderness_SILC, in the excel file called ""outsiderness.xlsx"". At the end of the file ""create_outsiderness_SILC.do"", the excel file created this way is imported and reshaped to generate the two dta-files (""outsiderness_tomerge"" and ""outsiderness_sp_tomerge""), which are merged with ESS data in the main syntax. 2. Replication of Empirical Results The do-file called ""replication_sharingtherisk"" generates all the empirical results (tables, figures) in the paper and the supplementary online appendix. (2016-03-18)",
Replication Data for: Interpreting Regression Discontinuity Designs with Multiple Cutoffs,/dataset.xhtml?persistentId=doi:10.7910/DVN/6N2PN4,"Mar 16, 2016","Replication data for article ""Interpreting Regression Discontinuity Designs with Multiple Cutoffs"" (2016-03-16)","Regression Discontinuity, Multiple Cutoffs, Multiple Running Variables"
Replication Data for: Let’s Just Agree to Disagree: Dispute Resolution Mechanisms in Coalition Agreements,/dataset.xhtml?persistentId=doi:10.7910/DVN/EB0BGA,"Mar 16, 2016",Files include replication data and code (Stata). (2016-3-12),"coalitions, coalitions agreements"
Replication Data for: Money in Exile: Campaign Contributions and Committee Access,/dataset.xhtml?persistentId=doi:10.7910/DVN/NIGQBX,"Mar 14, 2016","Replication data for the ``Money in Exile: Campaign Contributions and Committee Access"" Eleanor Powell and Justin Grimmer (2016-03-04)","Congress, Money in Politics, Committees"
"Replication Data for ""Defense Pacts and Deterrence: Caveat Emptor""",/dataset.xhtml?persistentId=doi:10.7910/DVN/WBWWUO,"Mar 12, 2016","Replicates data analysis reported in ""Defense Pacts and Deterrence: Caveat Emptor"" (2016-3-11)",
"Replication Data for: ""The Contraction Effect: How Proportional Representation Affects Mobilization and Turnout""",/dataset.xhtml?persistentId=doi:10.7910/DVN/CMUYCM,"Mar 12, 2016","Contains all data and code to reproduce tables and figures in ""The Contraction Effect: How Proportional Representation Affects Mobilization and Turnout."" (2016-03-11)",
Replication Data for: The Political Legacy of American Slavery,/dataset.xhtml?persistentId=doi:10.7910/DVN/CAEEG7,"Mar 4, 2016","Contains all code to reproduce tables and figures in ""The Political Legacy of American Slavery."" Also contains the data to produce most of the tables. Links to restricted data or data too large for this archive are contained in the source code. (2016)",
Partisanship by Invitation: Immigrants Respond to Political Campaigns,/dataset.xhtml?persistentId=doi:10.7910/DVN/HC5AA7,"Mar 4, 2016","Replication data files for ""Partisanship by Invitation"" (2016-03-03)",partisanship; immigrants; campaigns; political socialization
"Replication Data for ""Context and Political Knowledge: Explaining Cross-National Variation in Partisan Left-Right Knowledge""",/dataset.xhtml?persistentId=doi:10.7910/DVN/DUB0MU,"Feb 23, 2016",This contains the data and script necessary to replicate the primary results in the main text and appendix.,
Replication Data for: Estimating Vote-Specific Preferences from Roll-Call Data using Conditional Autoregressive Priors,/dataset.xhtml?persistentId=doi:10.7910/DVN/SR0NMB,"Feb 21, 2016",This file contains all raw data and code to replicate the simulations and analyses in the paper. (2016),
Replication Data for: Mayoral Partisanship and Municipal Fiscal Policy,/dataset.xhtml?persistentId=doi:10.7910/DVN/WSJX0X,"Feb 21, 2016",Replication data for Mayoral Partisanship and Municipal Fiscal Policy,"local politics, elections, representation, mayors"
Replication Data for: Are We in the Same Boat or Not? The Opposite Effects of Absolute and Relative Income Shifts on Redistributive Preferences,/dataset.xhtml?persistentId=doi:10.7910/DVN/FEP8O2,"Feb 9, 2016",Please find included three files: The data file (data.dta) Codebook for the data (codebook.txt) Replication code for all tables and graphs reported (repcode.R) (2016-02-08),
Replication Data for: Time is Power: The Non-Institutional Sources of Stability in Autocracies,/dataset.xhtml?persistentId=doi:10.7910/DVN/HKURUI,"Feb 8, 2016","This is a replication data set with all information, data, and code necessary to replicate all the results, tables, and figures in this paper: Scott Abramson, and Carlos Velasco Rivera (2016), “Time is Power: The Non-Institutional Sources of Stability in Autocracies”. Please see the file ReadMe.rtf for further instructions on how to run the replication files. (2016-02-01)","dynasties, hereditary successions, autocracies, institutional development"
Replication Data for Bureaucratic Investments in Expertise,/dataset.xhtml?persistentId=doi:10.7910/DVN/2JVEEE,"Feb 2, 2016",data for a field experiment on the allocation of hiring autonomy to school principals in Denmark (2016),bureaucracy
Replication Data for: Strategic Retirements of Elected and Appointed Justices: A Hazard Model Approach,/dataset.xhtml?persistentId=doi:10.7910/DVN/88FIAR,"Jan 28, 2016",This entry contains the data and script files to replicate the analysis.,
"Replication Data for: ""Inequality and Electoral Accountability: Class-Biased Economic Voting in Comparative Perspective""",/dataset.xhtml?persistentId=doi:10.7910/DVN/SUPM3R,"Jan 28, 2016","Do electorates hold governments accountable for the distribution of economic welfare? Building on the finding of “class-biased economic voting” in the United States, we examine how OECD electorates respond to alternative distributions of income gains and losses. Drawing on individual-level electoral data and aggregate election results across 15 advanced democracies, we examine whether lower- and middle-income voters defend their distributive interests by punishing governments for concentrating income gains among the rich. We find no indication that non-rich voters punish rising inequality, and substantial evidence that electorates positively reward the concentration of aggregate income growth at the top. Our results suggest that governments commonly face political incentives systematically skewed in favor of inegalitarian economic outcomes. At the same time, we find that the electorate’s tolerance of rising inequality has its limits: class biases in economic voting diminish as the income shares of the rich grow in magnitude. (2014)","Inequality, Economic voting"
"Replication Data for: Political Context, Government Redistribution, and the Public's Response to Growing Economic Inequality",/dataset.xhtml?persistentId=doi:10.7910/DVN/SYSOPW,"Jan 19, 2016","While most Americans appear to acknowledge the large gap between the rich and the poor in the U.S., it is not clear how the public has responded to recent changes in income inequality. The goal of this study is to make sense of several existing, and at times conflicting, perspectives on how changes in inequality affect public preferences for government action by demonstrating that each of these perspectives can simultaneously coexist in a logical manner. The argument put forward here is that growing inequality systematically shapes preferences for redistribution in different ways depending on two important factors: economic context and the type of redistribution being considered. Using time-series cross-sectional data covering over three decades and all 50 states, the findings show that context does affect the degree of the public's response to inequality and support for action is stronger for particular types of redistributive policy.","income inequality, redistribution, state politics, public opinion, class politics"
"Replication Data for: ""Do All Good Things Go Together? Development Assistance and Insurgent Violence in Civil War""",/dataset.xhtml?persistentId=doi:10.7910/DVN/PTIERC,"Jan 16, 2016","Dataset and code to replicate the analysis in ""Do All Good Things Go Together? Development Assistance and Insurgent Violence in Civil War."" Materials also available at www.miweintraub.com.","development aid, conditional cash transfers, civil war, insurgency, Colombia"
Replication Data for: Are Costly Signals More Credible? Evidence of Sender-Receiver Gaps,/dataset.xhtml?persistentId=doi:10.7910/DVN/QQENMZ,"Jan 15, 2016",Replication datasets and code (2016-01-15),"Signaling, Deterrence, War"
Replication Data for: Economic hardship triggers identification with disadvantaged minorities,/dataset.xhtml?persistentId=doi:10.7910/DVN/MSTR3F,"Jan 5, 2016","Contains the data and replication files for all analyses presented in Simonovits and Kezdi ""Economic hardship triggers identification with disadvantaged minorities""",
"Replication Data for: ""Moderate as Necessary. The Role of Electoral Competitiveness and Party Size in Explaining Parties' Policy Shifts.""",/dataset.xhtml?persistentId=doi:10.7910/DVN/8XPBSA,"Jan 5, 2016","We provide data on a new measure of electoral competitiveness at the party level for parties that gained parliamentary representation in 11 countries from 1970 to 2014. The countries covered are Austria, Canada, Denmark, Finland, Germany, the Netherlands, Norway, Spain, Sweden, Switzerland, and the United Kingdom. The replication material contains all code necessary to compute the competitiveness measure as well as code to replicate all findings reported in the paper. The paper investigates how the degree of electoral competition affects parties' policy positions. It follows a growing body of research on party positioning in multi-party competition that regards elections as signals for parties that have to choose their positions and issue strategies. In this article we argue that previous elections provide information about the competitiveness of the upcoming election. The expected degree of electoral competition affects parties' future policy positions since with increasing competitiveness of an election, parties have higher incentives to move towards a vote-maximizing position. However, what constitutes a vote-maximizing strategy varies between parties. While large mainstream parties have an incentive to moderate their positions, small and niche parties choose more extreme positions to distinguish themselves from their mainstream competitors. Applying a novel measure of electoral competitiveness, we find that the degree of electoral competition, indeed, determines parties' policy shifts, but that this effect is moderated by party size. (2015-08-01)",
"Replication Data for ""Group Empathy Theory: The Effect of Group Empathy on U.S. Intergroup Attitudes and Behavior in the Context of Immigration Threats""",/dataset.xhtml?persistentId=doi:10.7910/DVN/ER3D0H,"Dec 29, 2015","Replication Data for ""Group Empathy Theory: The Effect of Group Empathy on U.S. Intergroup Attitudes and Behavior in the Context of Immigration Threats,"" Cigdem V. Sirin, Nicholas A. Valentino, and Jose D. Villalobos (2015-12-27)",
"Replication Data for: ""Personality, Interpersonal Disagreement, and Electoral Information.""",/dataset.xhtml?persistentId=doi:10.7910/DVN/WFVMKD,"Dec 17, 2015","Contains the replication files for all analyses presented in Lyons, Sokhey, McClurg, and Seib ""Personality, Interpersonal Disagreement, and Electoral Information."" (2015-12-06)",
"Replication Data for ""The Electoral Benefits of Opportunistic Election Timing""",/dataset.xhtml?persistentId=doi:10.7910/DVN/CVBXQX,"Dec 17, 2015",Stata dataset and do file to replicate the results of the analyses reported in the paper.,
Replication Data for: A Better Life for All? Democratization and Electrification in Post-Apartheid South Africa,/dataset.xhtml?persistentId=doi:10.7910/DVN/EWW2GX,"Dec 14, 2015",Stata data and do files to reproduce analysis. (2015-12-12),"Democracy, Distributive politics, Electricity, South Africa"
"Replication Data for: ""Mediating the Electoral Connection: The Information Effects of Voter Signals on Legislative Behavior""",/dataset.xhtml?persistentId=doi:10.7910/DVN/9RTI0V,"Dec 9, 2015","The dataset contains measures of election rain at the congressional district level for years 1956 to 2008, in addition to a number of incumbent- and district-level covariates over that period. Full data and code are available to replicate all main findings and robustness results for ""Mediating the Electoral Connection"". (2015-12-08)","representation, elections, natural experiments, rain, instrumental variables, Congress"
Replication Data for: Democracy and the Concept of Personal Integrity Rights,/dataset.xhtml?persistentId=doi:10.7910/DVN/V2HIVR,"Dec 9, 2015",data file and R script to reproduce analysis and figures (2015-12-08),"human rights, personal integrity rights, repression, democracy, international law"
Replication Data for Making Space for Women: Explaining Citizen Support for Legislative Gender Quotas in Latin America ,/dataset.xhtml?persistentId=doi:10.7910/DVN/FDNWME,"Dec 4, 2015","This file contains the dataset and Stata do file necessary to replicate results reported in Barnes & Córdova ""Making Space for Women: Explaining Citizen Support for Legislative Gender Quotas in Latin America"" and those results reported in the Online Appendix. All analyses were preformed in Stata 13.1. (12-3-15)",
Reconsidering the Neighborhood Effect: Does Exposure to Residential Unemployment Influence Voters' Perceptions of the National Economy?,/dataset.xhtml?persistentId=doi:10.7910/DVN/96WYRS,"Dec 4, 2015","This entry contains details on data access, coding, and output from the analyses. (2015-11-18)",
"Replication Data for ""Holding Individual Representatives Accountable: The Role of Electoral Systems""",/dataset.xhtml?persistentId=doi:10.7910/DVN/E2187A,"Nov 24, 2015","Replication data and code for Rudolph, Lukas and Thomas Däubler, ""Holding Individual Representatives Accountable: The Role of Electoral Systems"".",
Intergroup Behavioral Strategies as Contextually Determined: Experimental Evidence from Israel,/dataset.xhtml?persistentId=doi:10.7910/DVN/F6LJP8,"Nov 13, 2015","replication files for Enos, Ryan D. and Noam Gidron. ""Intergroup Behavioral Strategies as Contextually Determined: Experimental Evidence from Israel,"" The Journal of Politics. (2015-11-11)","lab-in-the-field, intergroup relations, residential patterns, segregation, Israel"
"Replication Data for: ""It's All About Political Incentives: Democracy and the Renewable Feed-In Tariff""",/dataset.xhtml?persistentId=doi:10.7910/DVN/Q0XAPV,"Nov 7, 2015","Replication materials for ""It's All About Political Incentives: Democracy and the Renewable Feed-In Tariff."" For details, see 'README_JOP.txt'. Materials are also available from www.patrickbayer.com. (2015-11-07)",
Replication Data for: Priming Racial Resentment Without Stereotypic Cues ,/dataset.xhtml?persistentId=doi:10.7910/DVN/GLA1FB,"Nov 4, 2015","Replication data for the article, ""Priming Racial Resentment Without Stereotypic Cues"" (2015-11-03)",
"Replication Data for: ""Does Immigration Induce Terrorism?""",/dataset.xhtml?persistentId=doi:10.7910/DVN/NKN0E8,"Oct 30, 2015","There is a heated debate on whether immigration is associated with domestic and transnational terrorism. As of yet, however, we lacked rigorous evidence that could inform this debate. As a contribution to address this shortcoming, we report spatial-econometric analyses of migrant inflows and the number of terrorist attacks in 145 countries between 1970 and 2000. The results suggest that migrants stemming from terrorist-prone states moving to another country are indeed an important vehicle through which terrorism does diffuse. Having said that, the findings also highlight that migrant inflows per se actually lead to a lower level of terrorist attacks. This research significantly improves our understanding of international and domestic terrorism, and has critical implications for the scholastic approach to terrorism as well as for countries' immigration policies worldwide. (2015-10-29)",
Replication Data for: The Intrastate Contagion of Ethnic Civil War,/dataset.xhtml?persistentId=doi:10.7910/DVN/4HFPNH,"Oct 26, 2015","Studies of civil war have shown the strategic influence of geography and space on the occurrence of conflict. While civil wars cluster and spread between states in international neighborhoods, ethnic groups within states consider their geography and location in choosing to foment rebellion. In answering why some ethnic groups turn to civil war, I unify and build on these ideas to develop a theory that ethnic civil wars follow patterns of contagion within states. I contend that ongoing conflicts in groups' geographic proximity provides increased logistic and strategic opportunity for successful rebellion. Using spatially-weighted regressions, I find evidence that ethnic civil wars are contagious within states and that such intrastate contagion is robust to other intra and interstate neighborhood effects that may alter groups' calculus of rebellion. These insights consistently demonstrate that accounting for groups' broader strategic surroundings yields important implications for the study of civil war.",
"""Birth Legacies, State Making, and War.""",/dataset.xhtml?persistentId=doi:10.7910/DVN/EP7DXB,"Oct 26, 2015","Replication materials for ""Birth Legacies, State Making, and War.""","Birth Legacy, State Making, Interstate War, Civil War"
Replication Data for: Newspaper Market Structure and Behavior: Partisan Coverage of Political Scandals in the U.S. from 1870 to 1910,/dataset.xhtml?persistentId=doi:10.7910/DVN/ECIZHV,"Oct 21, 2015","Replication data and code for ""Newspaper Market Structure and Behavior: Partisan Coverage of Political Scandals in the U.S. from 1870 to 1910"" (2015-10-17)","scandals, media bias, newspapers, competition"
 How Contestation Moderates the Effects of International Institutions: the International Criminal Court and Kenya,/dataset.xhtml?persistentId=doi:10.7910/DVN/OB00VG,"Oct 21, 2015","Replication materials for "" How Contestation Moderates the Effects of International Institutions: the International Criminal Court and Kenya."" See Readme.txt",
Replication Data for: Disgust Sensitivity and Public Demand for Protection,/dataset.xhtml?persistentId=doi:10.7910/DVN/6IO5ET,"Oct 14, 2015","We contribute to the growing literature on emotions and politics by focusing on the political relevance of disgust, a basic emotion characterized by visceral aversion to a potentially offensive stimulus. We offer a conceptual clarification of disgust’s potential connection to politics, arguing that individual differences in sensitivity to feeling disgusted inform public demand for policies designed to protect citizens from physical, moral, or imaginary contamination. We show that disgust sensitivity operates independently of political ideology and informs a wide array of protectionist policy preferences across the ideological spectrum, even controlling for other relevant predispositions. Our analyses suggest that disgust sensitivity is distinct from simple outgroup hostility, and the relationship between disgust sensitivity and opinion on policies regarding outgroups depends upon the content of those policies. Finally, survey experimental results suggest that political communication can activate disgust sensitivity in public opinion. (2015-10-14)","emotion, disgust, disgust sensitivity, public opinion"
"Replication Data for: Powersharing, Protection, and Peace",/dataset.xhtml?persistentId=doi:10.7910/DVN/4J5FGJ,"Sep 18, 2015","Replication data and code for Powersharing, Protection, and Peace (2015-09-17)",
The Diffusion of International Border Agreements,/dataset.xhtml?persistentId=doi:10.7910/DVN/WBBAE3,"Aug 24, 2015","Data and code necessary to replicate the results found in Clay and Owsiak, ""The Diffusion of International Border Agreements""","Border Agreements, Diffusion, International Relations"
Replication Data for: Credible sources and sophisticated voters: When does new information induce economic voting?,/dataset.xhtml?persistentId=doi:10.7910/DVN/PYWNTB,"Aug 20, 2015","Replication data and code for: James E. Alt, David D. Lassen and John Marshall, ""Credible sources and sophisticated voters: When does new information induce economic voting?""","Information sources, Economic voting, Credibility, Political sophistication"
Replication Data for: Distributive Politics and Legislator Ideology,/dataset.xhtml?persistentId=doi:10.7910/DVN/VR12G4,"Aug 14, 2015","Three Stata datasets -- two at the county-level and one at the district-level -- and a Stata .do file with the code for all analyses in the paper. The compilation of the data is described in the online appendix, section B. The primary county-level dataset is ABH_full_county, and ABH_full_district is the dataset for the district-level analyses. The dataset with the suffix ""_mod"" is for a single set of supplementary analyses, as is clear from the .do file, which calls the appropriate files as necessary.",
"Replication Materials for: 'Democratization and Linguistic Complexity: The Effect of Franchise Extension on Parliamentary Discourse, 1832--1915'",/dataset.xhtml?persistentId=doi:10.7910/DVN/DDQDMS,"Aug 13, 2015","Replication Materials for: 'Democratization and Linguistic Complexity: The Effect of Franchise Extension on Parliamentary Discourse, 1832--1915' (2015-08-12)",
Replication Data for: Redistricting and the Causal Impact of Race on Voter Turnout,/dataset.xhtml?persistentId=doi:10.7910/DVN/3M9OD8,"Aug 11, 2015","Recent work challenges traditional understandings of the link between race and voter turnout, suggesting that there is limited evidence of increased minority voting due to co-ethnic representation and majority-minority districts. Here I examine 65.3 million registration records from 10 states to trace individual-level participation before and after the 2012 round of redistricting, testing whether a shift in congressional representation, candidacy, and/or district ethnic composition impacted an individual's decision to participate. Separating results for non-Hispanic White, Black, Latino, and Asian registrants, I find that individuals change their behavior in response to ethnoracial context, with African Americans more likely to vote when assigned to majority-Black districts with Black candidates or incumbents. White and Asian registrants also turn out in higher numbers when a co-ethnic candidate is on the ballot, but Latinos may be less likely to vote in the short term when assigned to majority-Latino districts.","Voter Turnout, Race and Ethnicity, Redistricting, Majority-Minority Districts, Minority Candidates"
Replication Data for: Marriages of Convenience: Explaining Party Mergers in Europe,/dataset.xhtml?persistentId=doi:10.7910/DVN/6LTHVZ,"Aug 6, 2015","Please read the ""readme.doc"" file.",
"Replication Data for: Ideological Donors, Contribution Limits, and the Polarization of American Legislatures",/dataset.xhtml?persistentId=doi:10.7910/DVN/SK8AGA,"Aug 6, 2015","Replication Data for: Ideological Donors, Contribution Limits, and the Polarization of American Legislatures (2015-08-05)",
"Replication Data for: Unilateral Powers, Public Opinion, and the Presidency",/dataset.xhtml?persistentId=doi:10.7910/DVN/FXRIOS,"Aug 5, 2015","This paper explores mass attitudes toward unilateral presidential power. We argue that mass attitudes toward presidential power reflect evaluations of the current president as well as more fundamental conceptions about the nature of the office, which are rooted in beliefs about the rule of law. In four nationally representative surveys, we find low levels of support for unilateral powers, that these attitudes are stable over time, and that they are structured both by presidential approval and beliefs in the rule of law. In a fifth survey, we show that political context conditions support for unilateral power, and in a sixth we show that these attitudes are consequential for policy evaluation. Even during the Obama presidency, when presidential power is highly politicized, voters distinguish the president from the presidency. Our results have important implications for public opinion's role in constraining the use of presidential power. (2015-07-29)","public opinion, presidency, unilateral power"
Replication Data for: How Activists Perceive the Utility of International Law,/dataset.xhtml?persistentId=doi:10.7910/DVN/7YEK7H,"Jul 29, 2015","This dataverse contains all the files necessary to reproduce the analyses in ""How Activists Perceive the Utility of International Law"" (2015-07-18)",
Replication Data for: Education and voting Conservative: Evidence from a major schooling reform in Great Britain,/dataset.xhtml?persistentId=doi:10.7910/DVN/YJMGPP,"Jul 29, 2015","Replication data and code for: ""Education and voting Conservative: Evidence from a major schooling reform in Great Britain."" (2015-07-28)","Education, Great Britain, Income, Voting behavior"
Replication Data for: Anti-American Behavior in the Middle East,/dataset.xhtml?persistentId=doi:10.7910/DVN/5TWA0G,"Jul 28, 2015","Replications materials for ""Anti-American Behavior in the Middle East,"" which includes the core Lebanese experiment/survey data and the supplementary BBC data. (2015-07-28)","anti-Americanism, Middle East, Lebanon, experiment, survey"
"Replication Data for: Vox Populi, Vox Dei? Crowd-Sourced Ideal Point Estimation",/dataset.xhtml?persistentId=doi:10.7910/DVN/JDPNNU,"Jul 28, 2015","This is a set of replication scripts and data for ""Vox Populi, Vox Dei? Crowd-Sourced Ideal Point Estimation.""","ideology, scaling, American politics"
Replication Data for: Did Georgian Voters Desire Military Escalation in 2008? Experiments & Observations,/dataset.xhtml?persistentId=doi:10.7910/DVN/DAGL4S,"Jul 27, 2015","In a foreign policy crisis between a strong and weak state, do citizens of the weaker party punish or reward a leader that escalates the crisis? Strong evidence suggests that there were electoral incentives for Georgian escalation in its August 2008 war with Russia. This paper combines data from survey experiments, conducted on Georgian voters just weeks prior to the August 2008 war, with open-ended survey response questions from a survey fielded just weeks after the war. Respondents evaluated their leader's crisis behavior in the aftermath of a real war differently than the evidence from pre-war survey experiments would have suggested. The divergence in findings is demonstrated by providing evidence of three empirical phenomena: a ``Rally 'Round The Flag"" effect, a ``Fog Of War"" effect, and systematic differences in evaluations of leader performance depending on respondents' proximity to actual violence.","War Initiation, Costly Signals, Public Opinion, Survey Experiments, Georgia"
"Replication Data for: ""Office Insecurity and Electoral Manipulation""",/dataset.xhtml?persistentId=doi:10.7910/DVN/VGI93T,"Jul 20, 2015","Data and replication files for ""Office Insecurity and Electoral Manipulation"" paper. (2015-06-21)",
Replication Data for: Capitol Gains: The Returns to Elected Office from Corporate Board Directorships,/dataset.xhtml?persistentId=doi:10.7910/DVN/HL0OUD,"Jul 17, 2015","Replication data and code for ""Capitol Gains: The Returns to Elected Office from Corporate Board Directorships."" (2015-07-16)","Congress, Governors, Returns to Office, Corporate Governance"
"Replication Data for: Economic Sanctions, Transnational Terrorism, and the Incentive to Misrepresent",/dataset.xhtml?persistentId=doi:10.7910/DVN/VNTVO6,"Jul 17, 2015","Can economic sanctions combat transnational terrorism effectively? Policymakers argue that sanctions can deter state sponsorship, but are counterproductive against hosts of transnational terrorists. However, recent cases indicate that governments are often uncertain if foreign states are truly sponsors versus hosts, and cannot perfectly determine the type of foreign support terrorists are receiving. We argue that this uncertainty, coupled with the proposed strategy of punishing sponsors while cooperating with hosts, creates incentives for sponsors to misrepresent themselves as host states while continuing their support for terrorists. Using a game theoretic model, we demonstrate that in this environment of uncertainty, governments rely on information regarding the state capacity of supporting states to deduce their relationship with terrorists. Consequently, governments are more likely to impose sanctions against foreign states with intermediate levels of state capacity, but are less likely to impose sanctions against failing or stronger states. Our empirical test using the Threat and Imposition of Sanctions (TIES) dataset and the Global Terrorism Data (GTD) provides robust support for this hypothesis. (2015-07-16)","terrorism; economic sanctions, state sponsorship, bargaining"
"Replication Data for ""What Good is a College Degree? Education and Leader Quality Reconsidered""",/dataset.xhtml?persistentId=doi:10.7910/DVN/UE1JXM,"Jul 16, 2015","Do people with more formal education make better political leaders? In this paper, we analyze cross-national data on random leadership transitions, data on close elections in the US Congress, and data on randomly audited municipalities in Brazil. Across a wide range of outcomes, we consistently find that college-educated leaders perform about the same as or worse than leaders with less formal education. Politicians with college degrees do not tend to govern over more prosperous nations, do not pass more bills, do not tend to do better at the polls, and are no less likely to be corrupt. These findings have important implications for how citizens evaluate candidates, how scholars measure leader quality, and how we think about the role of education in policymaking. (2015)",
Replication Data for: Presidential Effort and International Outcomes: Evidence for an Executive Bottleneck,/dataset.xhtml?persistentId=doi:10.7910/DVN/BYLEA4,"Jul 16, 2015","Replication R scripts and data for: ""Presidential Effort and International Outcomes: Evidence for an Executive Bottleneck"" (2015-05-25)",
Replication Data for: Fear of Crowds in WTO Disputes: Why Don’t More Countries Participate?,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZE3ITV,"Jul 15, 2015","These data allow the replication of the findings in ""Fear of Crowds in WTO Disputes: Why Don’t More Countries Participate?"". They consist of one Stata .do file and two data files: the first ""JoPe2_crowds"" is for Tables 1 and 2 and Figure 2b. The second, JoPe2_crowds_timing, is for Figure 3.",
Replication Data for: Party Control of Party Primaries:  Party Influence in Nominations for the U.S. Senate,/dataset.xhtml?persistentId=doi:10.7910/DVN/EPEDIE,"Jul 3, 2015",Replication files for Party Control of Party Primaries: Party Influence in Nominations for the U.S. Senate (2015-07-03),Political Parties; Primary Elections
"Replication Data for ""Drivers of Collaboration in Political Decision-Making: A Cross-Sector Perspective""",/dataset.xhtml?persistentId=doi:10.7910/DVN/S2DNT6,"Jun 30, 2015","Replication Data for ""Drivers of Collaboration in Political Decision-Making: A Cross-Sector Perspective"", containing .txt data files and .txt R scripts.",
Replication Data for: The Distributional Impact of Greater Responsiveness: Evidence from New York Towns,/dataset.xhtml?persistentId=doi:10.7910/DVN/VDH088,"Jun 29, 2015",Contains data and Stata code for reproducing all figures and tables in the main text and appendix. Also includes source data for analyses of turnover and competition. (2015-06-28),"Responsiveness, inequality, local politics, institutions, accountability"
"Replication Data for ""Corruption and the Incumbency Disadvantage: Theory and Evidence""",/dataset.xhtml?persistentId=doi:10.7910/DVN/XTQJEN,"Jun 19, 2015","This replication archive contains replication data and code for ""Corruption and the Incumbency Disadvantage: Theory and Evidence."" Please direct all questions, comments, or spotted errors to: mk3296@nyu.edu or marko.klasnja@gmail.com (2015)",
Replication Data for: Presidential Effort and International Outcomes: Evidence for an Executive Bottleneck,/dataset.xhtml?persistentId=doi:10.7910/DVN/VPTIEZ,"Jun 10, 2015","Replication R scripts and data for: ""Presidential Effort and International Outcomes: Evidence for an Executive Bottleneck"" (2015-06-09)",
"Replication Data for: Religion As a Stimulant of Political Participation: Experimental Evidence from Nairobi, Kenya",/dataset.xhtml?persistentId=doi:10.7910/DVN/7KSNCE,"Jun 9, 2015","In this article, we explore how certain religious messages may spur or constrain political participation. Speci cally, we test whether religious messages that provide individuals a positive self image can act as stimulants, giving people a sense of internal efficacy to participate in politics. We explore this hypothesis through a novel experimental design in Nairobi, Kenya. We find that exposure to self-affiirmation messages typical of Pentecostal and Charismatic churches motivated participation in a political text message campaign. We discuss implications of these findings for politics in Sub-Saharan Africa, as well as for the study of religion and politics more generally. Files on this site allow for replication of the main results and figures in the article. (2014)",
"Replication Data for: ""The Symbolic and Substantive Representation of LGB Americans in the U.S. House""",/dataset.xhtml?persistentId=doi:10.7910/DVN/A3NQDR,"Jun 5, 2015","CSV data, Stata code, and codebook to replicate ""The Symbolic and Substantive Representation of LGB Americans in the U.S. House"" by Eric Hansen and Sarah Treul","representation, minority politics, Congress, LGBT"
"Replication Data for: ""The Most Unkindest Cuts: Speaker Selection and Expressed Government Dissent During Economic Crisis"" by Alexander Herzog and Kenneth Benoit",/dataset.xhtml?persistentId=doi:10.7910/DVN/DGXXH9,"Jun 1, 2015","Data and code to replicate all analyses in ""The Most Unkindest Cuts: Speaker Selection and Expressed Government Dissent During Economic Crisis"" by Alexander Herzog and Kenneth Benoit. (2015-05-31)",
"Replication Data for: Terrorism, Spoiling, and the Resolution of Civil Wars",/dataset.xhtml?persistentId=doi:10.7910/DVN/ASKRHF,"May 26, 2015","Replication data for Findley/Young (2015), Journal of Politics Article: ""Terrorism, Spoiling, and the Resolution of Civil Wars."" (2015-05-26)","terrorism, civil war, spoiling"
Replication Data for: Electoral Costs of Agenda Control,/dataset.xhtml?persistentId=doi:10.7910/DVN/YBMKUX,"May 25, 2015","Data and commands needed to replicate all analyses in The Electoral Costs of Party Agenda Setting. Online appendix with additional analyses. The .do file contains commands to replicate all analyses in the published paper. Online appendix contains additional analyses conducted as robustness checks on paper results. All variables used in the appendix analyses are also included in the attached data files. For a description of variables, see the published paper and the online appendix.",
